FilaExcel,Nombre,Columna,TipoError,Valor
375,Juguete Lagartija Rc Lagarto Robot Control Remoto Para Niño,Fotos,Elemento vacio entre separadores,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/857b425cb5274d31b9ae2d0fee285e77~tplv-aphluv4xwc-crop-webp:300:300.webp?dr=15592&t=555f072d&ps=933b5bde&shp=8dbd94bf&shcp=607f11de&idc=my2&from=2378011839;
